File Name,Json Data,OCRed Text,Total_Limpio,Categoria
batch1-0494.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Clark-Foster"",
    ""client_address"": ""77477 Troy Cliff Apt. 853\nWashingtonbury, MS 78346"",
    ""seller_name"": ""Nguyen-Roach"",
    ""seller_address"": ""247 David Highway\nLake John, WV 84178"",
    ""invoice_number"": ""84652373"",
    ""invoice_date"": ""02/23/2021"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Stemware Rack Display Kitchen\nWine Glass Holder Bottle\nCarbon Steel Free Punch"",
      ""quantity"": ""1.00"",
      ""total_price"": ""46.55""
    },
    {
      ""description"": ""VTG (4) 7 Ounce Since 1852\nMilk Bottle Wine Carafe Juice\nGlass with Cork Lids"",
      ""quantity"": ""1.00"",
      ""total_price"": ""15.40""
    },
    {
      ""description"": ""Vintage Crystal Red Wine\nGlasses NOS West Germany\n1983 6 10 ounce elegant stems"",
      ""quantity"": ""1.00"",
      ""total_price"": ""39.00""
    },
    {
      ""description"": ""3 Ikea Stainless Steel 4-bottle\nWine Rack 300.557.60 - great\ncondition gift it!"",
      ""quantity"": ""4.00"",
      ""total_price"": ""110.00""
    },
    {
      ""description"": ""Lolita \""Wine Bouquet\"" Hand\nPainted and Decorated Wine\nGlass NIB"",
      ""quantity"": ""1.00"",
      ""total_price"": ""22.00""
    }
  ],
  ""subtotal"": {
    ""tax"": ""21.18"",
    ""discount"": """",
    ""total"": ""232.95""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 84652373 Date of issue: 02/23/2021 Seller: Client: Nguyen-Roach Clark-Foster 247 David Highway 77477 Cliff Apt. 853 Lake John, WV 84178 Washingtonbury, MS 78346 Tax Id: 991-72-5826 Tax Id: 937-70-8530 IBAN: GB91/YXO05542456978150 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Stemware Rack Display Kitchen 1,00 each 42,32 42,32 10% 46,55 Wine Glass Holder Bottle Carbon Steel Free Punch 2 VTG (4) 7 Ounce Since 1852 1,00 each 14,00 14,00 10% 15,40 Milk Bottle Wine Carafe Juice Glass with Cork Lids 3 Vintage Crystal Red Wine 1,00 each 35,45 35,45 10% 39,00 Glasses NOS West Germany 1983 6 10 ounce elegant stems 3 Ikea Stainless Steel 4-bottle 4,00 each 25,00 100,00 10% 110,00 Wine Rack 300.557.60 great condition gift it! 5 Lolita ""Wine Bouquet"" Hand 1,00 each 20,00 20,00 10% 22,00 Painted and Decorated Wine Glass NIB SUMMARY VAT [%] Net worth VAT Gross worth 10% 211,77 21,18 232,95 Total $ 211,77 $ 21,18 $ 232,95 Troy",232.95,1
batch1-0489.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Williams, Schneider and Gomez"",
    ""client_address"": ""588 Morales Rapids\nEast Katherineton, MT 53545"",
    ""seller_name"": ""Scott-Howard"",
    ""seller_address"": ""45558 Davis Mountains\nEast Zacharyville, IA 99376"",
    ""invoice_number"": ""37451664"",
    ""invoice_date"": ""06/11/2020"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""PUMA Boys Youth Universal FG Jr Soccer Cleats 2.5 White High Red NEW Futbol"",
      ""quantity"": ""2.00"",
      ""total_price"": ""43.98""
    },
    {
      ""description"": ""Lotto Youth Boys Fuerzapura L500 Jr Soccer Cleats Size 2.5 White Blue M6147 2.5Y"",
      ""quantity"": ""5.00"",
      ""total_price"": ""109.94""
    }
  ],
  ""subtotal"": {
    ""tax"": ""13.99"",
    ""discount"": """",
    ""total"": ""153.92""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 37451664 Date of issue: 06/11/2020 Seller: Client: Scott-Howard Williams, Schneider and Gomez 45558 Davis Mountains 588 Morales Rapids East Zacharyville, IA 99376 East Katherineton, MT 53545 Tax Id: 997-75-1112 Tax Id: 916-94-8739 IBAN: GB3IKIAV64209378666800 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth PUMA Boys Youth Universal FG 2,00 each 19,99 39,98 10% 43,98 Jr Soccer Cleats 2.5 White High Red NEW Futbol 2 Lotto Youth Boys Fuerzapura 5,00 each 19,99 99,95 10% 109,94 LSOO Jr Soccer Cleats Size 2.5 White Blue M6147 2.5Y SUMMARY VAT [%] Net worth VAT Gross worth 10% 139,93 13,99 153,92 Total $ 139,93 $ 13,99 $ 153,92",153.92,0
batch1-0499.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Hester Inc"",
    ""client_address"": ""4000 Tonya Rapid Suite 963\nSouth Marissaport, MN 39537"",
    ""seller_name"": ""Bailey, Murray and Lewis"",
    ""seller_address"": ""33771 Powell Pike Suite 054\nEast Lisastad, RI 21938"",
    ""invoice_number"": ""40108666"",
    ""invoice_date"": ""02/07/2020"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Microsoft Xbox One 1 - 500 GB\nConsole - Black w/ Controller &\nPower Supply GOOD"",
      ""quantity"": ""1.00"",
      ""total_price"": ""192.50""
    },
    {
      ""description"": ""Nintendo DSOriginal NTR-001\nConsole - Camouflage - Tested\nWorks"",
      ""quantity"": ""3.00"",
      ""total_price"": ""3.27""
    },
    {
      ""description"": ""Nintendo 2DS Console Blue\nJapan model Combine Shipping\navailable 2"",
      ""quantity"": ""5.00"",
      ""total_price"": ""302.45""
    }
  ],
  ""subtotal"": {
    ""tax"": ""45.29"",
    ""discount"": """",
    ""total"": ""498.21""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 40108666 Date of issue: 02/07/2020 Seller: Client: Bailey, Murray and Lewis Hester Inc 33771 Powell Pike Suite 054 4000 Tonya Rapid Suite 963 East Lisastad, RI 21938 South Marissaport, MN 39537 Tax Id: 993-75-3149 Tax Id: 998-98-6887 IBAN: GBBOMTNI52501633185191 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth 1. Microsoft Xbox One 1 - 500 GB 1,00 each 175,00 175,00 10% 192,50 Console Black wl Controller & Power Supply GOOD 2 Nintendo DSOriginal NTR-001 3,00 each 0,99 2,97 10% 3,27 Console Camouflage Tested Works 3 Nintendo 2DS Console Blue 5,00 each 54,99 274,95 10% 302,45 Japan model Combine Shipping available 2 SUMMARY VAT [%] Net worth VAT Gross worth 10% 452,92 45,29 498,21 Total $ 452,92 $ 45,29 $ 498,21",498.21,2
batch1-0497.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Olson, Cisneros and Moore"",
    ""client_address"": ""80943 Beck Divide\nWadeport, IA 90419"",
    ""seller_name"": ""Merritt, Williams and Young"",
    ""seller_address"": ""6801 Frank Run\nWest Mary, IN 06055"",
    ""invoice_number"": ""73285932"",
    ""invoice_date"": ""07/25/2017"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Bcbgeneration Black Sleeveless Lace Back Cut Out Dress Sz 2"",
      ""quantity"": ""2.00"",
      ""total_price"": ""6.58""
    },
    {
      ""description"": ""2pcs baby boys clothes cotton hooded top+pants baby boys Outfits gentleman"",
      ""quantity"": ""5.00"",
      ""total_price"": ""60.45""
    },
    {
      ""description"": ""NWT $1200 J.Crew Silk Chiffon Ivory Wedding Dress with Beading"",
      ""quantity"": ""1.00"",
      ""total_price"": ""324.50""
    },
    {
      ""description"": ""Shein Blue And White Striped Wrap Dress"",
      ""quantity"": ""5.00"",
      ""total_price"": ""44.00""
    },
    {
      ""description"": ""Guess Dress Size 6"",
      ""quantity"": ""2.00"",
      ""total_price"": ""44.00""
    },
    {
      ""description"": ""CLIFFORD & WILLS BLACK NET/MESH OVER TAUPE LONG DRESS SIZE 4"",
      ""quantity"": ""5.00"",
      ""total_price"": ""32.95""
    },
    {
      ""description"": ""Matilda Jane Women's Light Rising High Low Green Floral Dress Size L Pockets"",
      ""quantity"": ""3.00"",
      ""total_price"": ""165.00""
    }
  ],
  ""subtotal"": {
    ""tax"": ""61.59"",
    ""discount"": """",
    ""total"": ""677.47""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 73285932 Date of issue: 07/25/2017 Seller: Client: Merritt, Williams and Young Olson, Cisneros and Moore 6801 Frank Run 80943 Beck Divide West IN 06055 Wadeport, IA 90419 Tax Id: 963-86-7453 Tax Id: 901-73-0142 IBAN: GBI6HUWQ31434229260013 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Bcbgeneration Black Sleeveless 2,00 each 2,99 5,98 10% 6,58 Lace Back Cut Out Dress Sz 2 2 Zpcs baby clothes cotton 5,00 each 10,99 54,95 10% 60,45 hoodied top+pants baby boys Outfits gentleman 3 NWT $1200 J Crew Silk Chiffon 1,00 each 295,00 295,00 10% 324,50 Ivory Wedding Dress with Beading Shein Blue And White Striped 5,00 each 8,00 40,00 10% 44,00 Wrap Dress 5 Guess Dress Size 6 2,00 each 20,00 40,00 10% 00 CLIFFORD & WILLS BLACK 5,00 each 5,99 29,95 10% 32,95 NETIMESH OVER TAUPE LONG DRESS SIZE Matilda Jane Women's Light 3,00 each 50,00 150,00 10% 165,00 Rising High Low Green Floral Dress Size L Pockets SUMMARY VAT [%] Net worth VAT Gross worth 10% 615,88 61,59 677,47 Total $ 615,88 $ 61,59 $ 677,47 Mary , boys 44,C",677.47,2
batch1-0081.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Wilson-Wilson"",
    ""client_address"": ""85455 Carter Estate\nMooremouth, CT 29699"",
    ""seller_name"": ""Fernandez Ltd"",
    ""seller_address"": ""06398 Jensen Loaf\nAndrewton, AR 65741"",
    ""invoice_number"": ""15288019"",
    ""invoice_date"": ""09/07/2014"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Easy No Tie Rubber Shoe Laces\nColored Trainers Snickers Kids\n+ Adults Shoelaces"",
      ""quantity"": ""1.00"",
      ""total_price"": ""1.71""
    }
  ],
  ""subtotal"": {
    ""tax"": ""0.16"",
    ""discount"": """",
    ""total"": ""1.71""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 15288019 Date of issue: 09/07/2014 Seller: Client: Fernandez Ltd Wilson-Wilson 06398 Jensen Loaf 85455 Carter Estate Andrewton, AR 65741 Mooremouth, CT 29699 Tax Id: 983-71-0649 Tax Id: 922-87-0964 IBAN: GB88DSHK83384951793426 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Easy No Tie Rubber Shoe Laces 1,00 each 1,55 1,55 10% 1,71 Colored Trainers Snickers Kids + Adults Shoelaces SUMMARY VAT [%] Net worth VAT Gross worth 10% 1,55 0,16 1,71 Total $ 1,55 $ 0,16 $ 1,71",1.71,0
batch1-0105.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Johnson, Daniels and Ramirez"",
    ""client_address"": ""6889 Oliver Summit\nSouth Ebony, NY 23978"",
    ""seller_name"": ""Adams PLC"",
    ""seller_address"": ""USS Moon\nFPO AA 34591"",
    ""invoice_number"": ""57290992"",
    ""invoice_date"": ""10/03/2011"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""25\""x25\"" Marble Black Top\ncustom Table Carnelian\nMarquetry Art Halloween Gift"",
      ""quantity"": ""5,00"",
      ""total_price"": ""15 339,50""
    },
    {
      ""description"": ""7'x4' Blue Random Marble\nDining Hallway Table Top Lapis\nLazuli Inlay Decor E947A"",
      ""quantity"": ""3,00"",
      ""total_price"": ""27 040,50""
    },
    {
      ""description"": ""6'x3' White Marble Dining Table\nTop Multi Inlay Floral Elephant\nArt Decor H4952"",
      ""quantity"": ""4,00"",
      ""total_price"": ""28 197,36""
    }
  ],
  ""subtotal"": {
    ""tax"": ""6 416,12"",
    ""discount"": """",
    ""total"": ""70 577,35""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 57290992 Date of issue: 10/03/2011 Seller: Client: Adams PLC Johnson, Daniels and Ramirez USS Moon 6889 Oliver Summit FPO AA 34591 South Ebony, NY 23978 Tax Id: 964-98-1799 Tax Id: 925-71-0496 IBAN: GB3OOLCJ81769735097340 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth 25""x25 Marble Black Top 5,00 each 2 789,00 13 945,00 10% 15 339,50 custom Table Carnelian Marquetry Art Halloween Gift 2 7'x4 Blue Random Marble 3,00 each 8 194,09 24 582,27 10% 27 040,50 Dining Hallway Table Top Lapis Lazuli Decor E947A 3 6'x3' White Marble Dining Table 4,00 each 6 408,49 25 633,96 10% 28 197,36 Top Multi Inlay Floral Elephant Art Decor H4952 SUMMARY VAT [%] Net worth VAT Gross worth 10% 64 161,23 6 416,12 70 577,35 Total $ 64 161,23 $ 6 416,12 $ 70 577,35 Inlay",577.35,2
batch1-0019.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Evans, Curtis and Salinas"",
    ""client_address"": ""13078 Mora Garden\nMorseberg, WV 48959"",
    ""seller_name"": ""Lozano, Wang and Smith"",
    ""seller_address"": ""8162 Dunn Radial\nLauraland, ID 83827"",
    ""invoice_number"": ""56908352"",
    ""invoice_date"": ""01/11/2015"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Rage By Bob Woodward - Donald Trump NEW HARDCOVER Sept 2020"",
      ""quantity"": ""5.00"",
      ""total_price"": ""126.12""
    },
    {
      ""description"": ""Spectacular Ireland Coffee Table Book - very large"",
      ""quantity"": ""4.00"",
      ""total_price"": ""44.00""
    },
    {
      ""description"": ""The Complete Life's Little Instruction Book by Brown, H. Jackson, Jr."",
      ""quantity"": ""4.00"",
      ""total_price"": ""18.00""
    }
  ],
  ""subtotal"": {
    ""tax"": ""17.10"",
    ""discount"": """",
    ""total"": ""188.11""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 56908352 Date of issue: 01/11/2015 Seller: Client: Lozano, Wang and Smith Evans, Curtis and Salinas 8162 Dunn Radial 13078 Mora Garden Lauraland, ID 83827 Morseberg, WV 48959 Tax Id: 914-76-8473 Tax Id: 904-76-9217 IBAN: GB68RRBM34982962207975 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Rage By Bob Woodward 5,00 each 22,93 114,65 10% 126,12 Donald Trump NEW HARDCOVER Sept 2020 2 Spectacular Ireland Coffee 4,00 each 10,00 40,00 10% 44,00 Table Book very large 3 The Complete Life's Little 4,00 each 4,09 16,36 10% 18,00 Instruction Book by Brown, H_ Jackson, Jr. SUMMARY VAT [%] Net worth VAT Gross worth 10% 171,01 17,10 188,11 Total $ 171,01 $ 17,10 $ 188,11",188.11,0
batch1-0108.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Combs Inc"",
    ""client_address"": ""433 Ferguson Land Apt. 377\nKirkstad, MN 16124"",
    ""seller_name"": ""Jackson Ltd"",
    ""seller_address"": ""58538 Brandon Union Apt. 536\nTaylorshire, PA 90588"",
    ""invoice_number"": ""20012449"",
    ""invoice_date"": ""04/22/2013"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Press Wine 20L Fruit Cider\nApple Crusher Juice Grape\nStainless Maker Grapes New"",
      ""quantity"": ""1,00"",
      ""total_price"": ""328,90""
    },
    {
      ""description"": ""MARIJUANA LEAF WINE STOPPER"",
      ""quantity"": ""4,00"",
      ""total_price"": ""31,68""
    }
  ],
  ""subtotal"": {
    ""tax"": ""32,78"",
    ""discount"": """",
    ""total"": ""360,58""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": ""GB17KVLY05129120946380"",
    ""payment_method"": """"
  }
}
","Invoice no: 20012449 Date of issue: 04/22/2013 Seller: Client: Jackson Ltd Combs Inc 58538 Brandon Union Apt. 536 433 Ferguson Land Apt: 377 Taylorshire, PA 90588 Kirkstad, MN 16124 Tax Id: 989-83-1608 Tax Id: 940-79-9180 IBAN: GBIZKVLY05129120946380 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Press Wine 20L Fruit Cider 1,00 each 299,00 299,00 10% 328,90 Apple Crusher Juice Grape Stainless Maker Grapes New 2 MARIJUANA LEAF WINE STOPPER 4,00 each 7,20 28,80 10% 31,68 SUMMARY VAT [%] Net worth VAT Gross worth 10% 327,80 32,78 360,58 Total $ 327,80 $ 32,78 $ 360,58",360.58,1
batch1-0087.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Buckley, Wright and Chase"",
    ""client_address"": ""3524 Chandler Shoal\nNicholasfurt, VA 09561"",
    ""seller_name"": ""Chase, Green and Bailey"",
    ""seller_address"": ""Unit 1572 Box 9604\nDPO AP 69096"",
    ""invoice_number"": ""87734908"",
    ""invoice_date"": ""12/19/2019"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""the invisible life of addie larue, EBOOK new original high quality, updated 2020"",
      ""quantity"": ""2.00"",
      ""total_price"": ""6.58""
    }
  ],
  ""subtotal"": {
    ""tax"": ""0.60"",
    ""discount"": """",
    ""total"": ""6.58""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 87734908 Date of issue: 12/19/2019 Seller: Client: Chase, Green and Bailey Buckley, Wright and Chase Unit 1572 Box 9604 3524 Chandler Shoal DPO AP 69096 Nicholasfurt, VA 09561 Tax Id: 934-71-9062 Tax Id: 982-90-4927 IBAN: GB68UCAD28621555301869 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth the invisible life of addie larue, 2,00 each 2,99 5,98 10% 6,58 EBOOK new original high quality, updated 2020 SUMMARY VAT [%] Net worth VAT Gross worth 10% 5,98 0,60 6,58 Total $ 5,98 $ 0,60 $ 6,58",6.58,0
batch1-0151.jpg,"
{
  ""invoice"": {
    ""client_name"": ""Barton, Decker and Ferguson"",
    ""client_address"": ""731 Clark Fords\nJohnbury, HI 95582"",
    ""seller_name"": ""Archer, Davis and Hudson"",
    ""seller_address"": ""089 Heath Point Suite 115\nNew David, IL 52837"",
    ""invoice_number"": ""92059706"",
    ""invoice_date"": ""04/28/2017"",
    ""due_date"": """"
  },
  ""items"": [
    {
      ""description"": ""Working - Super Nintendo SNES Original System Console w/ Mario World!"",
      ""quantity"": ""4.00"",
      ""total_price"": ""374.00""
    },
    {
      ""description"": ""Sony PlayStation 5 Console - PS5- PRESALE- Disc Version Pre Order Confirmed"",
      ""quantity"": ""3.00"",
      ""total_price"": ""2 804.97""
    },
    {
      ""description"": ""Nintendo Wii Console Mario Kart Controller Wii Fit 2 Board Remotes Game BUNDLE"",
      ""quantity"": ""3.00"",
      ""total_price"": ""659.90""
    }
  ],
  ""subtotal"": {
    ""tax"": ""348.99"",
    ""discount"": """",
    ""total"": ""3 838.87""
  },
  ""payment_instructions"": {
    ""due_date"": """",
    ""bank_name"": """",
    ""account_number"": """",
    ""payment_method"": """"
  }
}
","Invoice no: 92059706 Date of issue: 04/28/2017 Seller: Client: Archer, Davis and Hudson Barton, Decker and Ferguson 089 Heath Point Suite 115 731 Clark Fords New David, IL 52837 Johnbury, HI 95582 Tax Id: 963-96-1538 Tax Id: 946-82-6210 IBAN: GBIORHGR66287471350836 ITEMS No. Description Qty UM Net price Net worth VAT [%] Gross worth Working Super Nintendo SNES 4,00 each 85,00 340,00 10% 374,00 Original System Console wl Mario World! 2 Sony PlayStation 5 Console 3,00 each 849,99 2 549,97 10% 2 804,97 PSS- PRESALE- Disc Version Order Confirmed 3 Nintendo Wii Console Mario Kart 3,00 each 199,97 599,91 10% 659,90 Controller Wii Fit 2 Board Remotes Game BUNDLE SUMMARY VAT [%] Net worth VAT Gross worth 10% 3 489,88 348,99 3 838,87 Total $ 3 489,88 $ 348,99 $ 3 838,87 Pre",838.87,2
